Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,Is_Hit,Hit_Status
God of War,PS2,2005,Action,Sony Computer Entertainment,2.71,1.29,0.02,0.43,4.45,94,75.0,8.9,997.0,SCE Santa Monica,M,1,Hit
Splatoon,WiiU,2015,Shooter,Nintendo,1.54,1.18,1.46,0.26,4.43,81,88.0,8.5,1184.0,Nintendo,E10+,1,Hit
Nintendo Land,WiiU,2012,Misc,Nintendo,2.52,1.11,0.46,0.33,4.42,77,61.0,7.9,471.0,Nintendo,E10+,1,Hit
Tony Hawk's Pro Skater 3,PS2,2001,Sports,Activision,2.66,1.29,0.01,0.46,4.41,97,34.0,7.5,298.0,Neversoft Entertainment,T,1,Hit
Winning Eleven: Pro Evolution Soccer 2007,PS2,2006,Sports,Konami Digital Entertainment,0.1,2.39,1.05,0.86,4.39,86,19.0,8.9,33.0,Konami,E,1,Hit
The Elder Scrolls IV: Oblivion,X360,2006,Role-Playing,Take-Two Interactive,2.82,1.03,0.13,0.4,4.38,94,90.0,8.7,1109.0,Bethesda Softworks,M,1,Hit
Need for Speed: Most Wanted,PS2,2005,Racing,Electronic Arts,2.03,1.79,0.08,0.47,4.37,82,36.0,9.1,137.0,EA Canada,T,1,Hit
Michael Jackson: The Experience,Wii,2010,Misc,Ubisoft,2.64,1.33,0.01,0.39,4.36,56,37.0,8.3,31.0,"Ubisoft Paris, Ubisoft Montpellier",E10+,1,Hit
Resistance: Fall of Man,PS3,2006,Shooter,Sony Computer Entertainment,1.74,1.72,0.14,0.75,4.34,86,70.0,8.1,715.0,Insomniac Games,M,1,Hit
Kingdom Hearts II,PS2,2005,Role-Playing,Square Enix,2.2,0.58,1.38,0.17,4.33,87,64.0,9.0,766.0,Square Enix,E10+,1,Hit
Super Mario 3D World,WiiU,2013,Platform,Nintendo,2.11,1.16,0.73,0.32,4.32,93,83.0,9.0,1607.0,Nintendo,E,1,Hit
Fable II,X360,2008,Role-Playing,Microsoft Game Studios,2.51,1.24,0.11,0.41,4.27,89,95.0,6.5,2423.0,Lionhead Studios,M,1,Hit
Namco Museum,GBA,2001,Misc,Namco Bandai Games,3.0,1.11,0.05,0.07,4.24,79,10.0,7.3,6.0,Mass Media,E,1,Hit
Batman: Arkham Asylum,PS3,2009,Action,Eidos Interactive,2.24,1.31,0.07,0.61,4.23,91,70.0,8.9,1122.0,Rocksteady Studios,T,1,Hit
Metal Gear Solid 3: Snake Eater,PS2,2004,Action,Konami Digital Entertainment,1.46,0.0,0.83,1.93,4.23,91,68.0,9.3,955.0,KCEJ,M,1,Hit
Assassin's Creed: Revelations,PS3,2011,Action,Ubisoft,1.41,2.01,0.1,0.7,4.22,80,39.0,7.5,613.0,Ubisoft Montreal,M,1,Hit
Fallout 4,XOne,2015,Role-Playing,Bethesda Softworks,2.51,1.32,0.01,0.38,4.22,88,39.0,6.2,1749.0,Bethesda Game Studios,M,1,Hit
FIFA 14,X360,2013,Sports,Electronic Arts,0.92,2.89,0.01,0.4,4.22,84,41.0,4.2,435.0,EA Canada,E,1,Hit
Daxter,PSP,2006,Platform,Sony Computer Entertainment,2.45,1.01,0.0,0.75,4.21,85,59.0,8.7,109.0,Ready at Dawn,E10+,1,Hit
FIFA Soccer 06,PS2,2005,Sports,Electronic Arts,0.78,2.55,0.04,0.84,4.21,80,32.0,7.8,47.0,EA Canada,E,1,Hit
EyeToy Play,PS2,2003,Misc,Sony Computer Entertainment,0.88,2.3,0.2,0.83,4.2,80,32.0,7.5,22.0,"SCEE, Zoe Mode",E,1,Hit
Gran Turismo 5 Prologue,PS3,2007,Racing,Sony Computer Entertainment,1.28,1.82,0.57,0.52,4.19,80,67.0,7.1,120.0,Polyphony Digital,E,1,Hit
Assassin's Creed: Revelations,X360,2011,Action,Ubisoft,2.25,1.47,0.04,0.43,4.19,80,77.0,7.2,564.0,Ubisoft Montreal,M,1,Hit
Street Fighter IV,PS3,2009,Fighting,Capcom,2.03,1.04,0.58,0.52,4.16,94,61.0,7.3,330.0,Capcom,T,1,Hit
Madden NFL 2003,PS2,2002,Sports,Electronic Arts,3.36,0.21,0.01,0.56,4.14,95,25.0,7.7,65.0,EA Sports,E,1,Hit
Half-Life,PC,1997,Shooter,Vivendi Games,4.03,0.0,0.09,0.0,4.12,96,24.0,9.1,3161.0,Valve Software,M,1,Hit
World of Warcraft: The Burning Crusade,PC,2007,Role-Playing,Activision,2.57,1.52,0.0,0.0,4.09,91,46.0,7.9,785.0,Blizzard Entertainment,T,1,Hit
Battlefield 1,PS4,2016,Shooter,Electronic Arts,1.1,2.15,0.21,0.61,4.08,88,31.0,8.4,809.0,EA DICE,M,1,Hit
God of War II,PS2,2007,Action,Sony Computer Entertainment,2.32,0.04,0.04,1.67,4.07,93,70.0,8.9,709.0,SCE Santa Monica,M,1,Hit
Fallout: New Vegas,X360,2010,Role-Playing,Bethesda Softworks,2.66,1.03,0.04,0.33,4.05,84,81.0,8.1,769.0,Obsidian Entertainment,M,1,Hit
Forza Motorsport 2,X360,2007,Racing,Microsoft Game Studios,2.35,1.27,0.03,0.41,4.05,90,66.0,8.3,381.0,Turn 10,E,1,Hit
Carnival Games,Wii,2007,Misc,Take-Two Interactive,2.12,1.47,0.05,0.42,4.05,56,27.0,6.0,44.0,Cat Daddy Games,E,1,Hit
Watch Dogs,PS4,2014,Action,Ubisoft,1.4,1.9,0.11,0.64,4.05,80,80.0,6.3,2996.0,Ubisoft Montreal,M,1,Hit
Tekken Tag Tournament,PS2,2000,Fighting,Namco Bandai Games,1.68,1.51,0.51,0.35,4.05,85,25.0,8.5,117.0,Namco,T,1,Hit
Far Cry 4,PS4,2014,Shooter,Ubisoft,1.13,2.18,0.1,0.63,4.04,85,83.0,7.7,1653.0,Ubisoft Montreal,M,1,Hit
Left 4 Dead 2,X360,2009,Shooter,Electronic Arts,2.67,0.87,0.05,0.38,3.97,89,76.0,8.6,681.0,Valve Software,M,1,Hit
The Witcher 3: Wild Hunt,PS4,2015,Role-Playing,Namco Bandai Games,1.02,2.13,0.23,0.59,3.97,92,79.0,9.2,10179.0,CD Projekt Red Studio,M,1,Hit
Assassin's Creed: Unity,PS4,2014,Action,Ubisoft,1.19,2.07,0.08,0.62,3.96,70,40.0,4.9,2050.0,"Ubisoft, Ubisoft Montreal",M,1,Hit
Batman: Arkham Knight,PS4,2015,Action,Warner Bros. Interactive Entertainment,1.53,1.69,0.1,0.64,3.95,87,89.0,7.6,2679.0,Rocksteady Studios,M,1,Hit
The Legend of Zelda: Skyward Sword,Wii,2011,Action,Nintendo,2.03,1.16,0.37,0.38,3.95,93,81.0,8.0,1958.0,Nintendo,E10+,1,Hit
Fallout 3,PS3,2008,Role-Playing,Bethesda Softworks,2.15,1.13,0.07,0.59,3.94,90,57.0,8.0,910.0,Bethesda Game Studios,M,1,Hit
Professor Layton and the Diabolical Box,DS,2007,Puzzle,Nintendo,0.9,1.76,0.92,0.37,3.94,84,65.0,8.8,72.0,Level 5,E10+,1,Hit
EA Sports Active,Wii,2009,Sports,Electronic Arts,2.09,1.35,0.06,0.4,3.9,81,27.0,8.7,39.0,EA Canada,E,1,Hit
Tony Hawk's Underground,PS2,2003,Sports,Activision,2.29,1.17,0.01,0.42,3.9,90,38.0,8.7,121.0,Neversoft Entertainment,T,1,Hit
Monster Hunter 4 Ultimate,3DS,2014,Role-Playing,Nintendo,0.68,0.48,2.62,0.11,3.89,86,80.0,8.7,348.0,Capcom,T,1,Hit
The Elder Scrolls V: Skyrim,PC,2011,Role-Playing,Bethesda Softworks,1.16,2.12,0.0,0.6,3.88,94,32.0,8.1,9073.0,Bethesda Game Studios,M,1,Hit
NBA 2K16,PS4,2015,Sports,Take-Two Interactive,2.49,0.66,0.03,0.69,3.88,87,51.0,6.7,364.0,Visual Concepts,E10+,1,Hit
Tekken 5,PS2,2005,Fighting,Namco Bandai Games,0.93,1.94,0.31,0.7,3.87,88,62.0,8.6,229.0,Namco,T,1,Hit
MotorStorm,PS3,2006,Racing,Sony Computer Entertainment,1.53,1.6,0.06,0.67,3.87,84,9.0,7.4,220.0,Evolution Studios,T,1,Hit
World Soccer Winning Eleven 8 International,PS2,2004,Sports,Konami Digital Entertainment,0.16,1.89,1.12,0.68,3.85,91,26.0,9.1,38.0,KCET,E,1,Hit
Sports Champions,PS3,2010,Sports,Sony Computer Entertainment,2.13,1.12,0.1,0.5,3.84,76,64.0,7.9,104.0,"SCEA, Zindagi Games",E10+,1,Hit
Call of Duty: Ghosts,PS4,2013,Shooter,Activision,1.78,1.43,0.05,0.57,3.83,78,49.0,3.7,1564.0,Infinity Ward,M,1,Hit
Flash Focus: Vision Training in Minutes a Day,DS,2007,Misc,Nintendo,0.86,1.56,1.05,0.35,3.83,59,22.0,4.0,4.0,"Nintendo, Namco Bandai Games",E,1,Hit
Tom Clancy's The Division,PS4,2016,Shooter,Ubisoft,1.35,1.7,0.15,0.6,3.8,80,64.0,7.0,2219.0,Massive Entertainment,M,1,Hit
Big Brain Academy: Wii Degree,Wii,2007,Misc,Nintendo,1.05,1.91,0.41,0.42,3.79,68,33.0,6.9,39.0,Nintendo,E,1,Hit
LEGO Indiana Jones: The Original Adventures,X360,2008,Action,Activision,2.4,1.01,0.0,0.36,3.76,77,60.0,7.5,66.0,Traveller's Tales,E10+,1,Hit
The Sims: Unleashed,PC,2002,Simulation,Electronic Arts,2.03,1.56,0.0,0.17,3.76,79,21.0,8.0,29.0,Maxis,T,1,Hit
Harry Potter and the Sorcerer's Stone,PS,2001,Action,Electronic Arts,1.37,2.0,0.14,0.22,3.73,64,11.0,7.5,41.0,Argonaut Games,E,1,Hit
Super Paper Mario,Wii,2007,Platform,Nintendo,1.95,0.86,0.59,0.31,3.71,85,56.0,7.9,417.0,Intelligent Systems,E,1,Hit
Spyro: Year of the Dragon,PS,2000,Platform,Sony Computer Entertainment,1.93,1.58,0.0,0.19,3.71,91,15.0,8.8,207.0,Insomniac Games,E,1,Hit
Assassin's Creed IV: Black Flag,PS3,2013,Action,Ubisoft,1.33,1.68,0.13,0.57,3.71,88,36.0,8.1,840.0,Ubisoft,M,1,Hit
FIFA Soccer 2005,PS2,2004,Sports,Electronic Arts,0.58,2.48,0.04,0.59,3.7,81,27.0,7.6,56.0,EA Canada,E,1,Hit
Tony Hawk's Pro Skater 4,PS2,2002,Sports,Activision,2.13,1.18,0.01,0.35,3.67,94,27.0,8.5,128.0,Neversoft Entertainment,T,1,Hit
MySims,DS,2007,Simulation,Electronic Arts,1.58,1.59,0.08,0.41,3.66,67,15.0,7.3,13.0,TOSE,E,1,Hit
Midnight Club 3: DUB Edition,PSP,2005,Racing,Take-Two Interactive,1.65,1.21,0.0,0.79,3.65,74,34.0,8.4,31.0,Rockstar Leeds,E10+,1,Hit
SOCOM: U.S. Navy SEALs,PS2,2002,Shooter,Sony Computer Entertainment,2.53,0.81,0.06,0.24,3.65,82,42.0,7.9,82.0,Zipper Interactive,M,1,Hit
Jak and Daxter: The Precursor Legacy,PS2,2001,Platform,Sony Computer Entertainment,2.08,1.09,0.15,0.33,3.64,90,35.0,8.7,312.0,Naughty Dog,E,1,Hit
Pro Evolution Soccer 2008,PS2,2007,Sports,Konami Digital Entertainment,0.05,0.0,0.64,2.93,3.63,82,10.0,7.9,38.0,Konami,E,1,Hit
Resident Evil 4,PS2,2005,Action,Capcom,2.08,0.83,0.46,0.25,3.62,96,38.0,8.9,1013.0,Capcom,M,1,Hit
Guitar Hero: World Tour,Wii,2008,Misc,Activision,2.32,0.96,0.0,0.34,3.62,86,18.0,7.6,71.0,Vicarious Visions,T,1,Hit
FIFA Soccer 10,PS3,2009,Sports,Electronic Arts,0.6,2.45,0.05,0.52,3.62,91,56.0,7.6,203.0,EA Sports,E,1,Hit
Star Wars: Battlefront,PS2,2004,Shooter,LucasArts,1.93,1.22,0.03,0.44,3.61,82,36.0,8.7,142.0,Pandemic Studios,T,1,Hit
The Simpsons: Road Rage,PS2,2001,Racing,Electronic Arts,2.02,1.17,0.0,0.42,3.61,64,23.0,7.7,32.0,Fox Interactive,T,1,Hit
Luigi's Mansion,GC,2001,Action,Nintendo,2.38,0.67,0.46,0.1,3.6,78,34.0,8.5,161.0,Nintendo,E,1,Hit
Battlefield 4,PS4,2013,Shooter,Electronic Arts,1.35,1.55,0.17,0.51,3.59,85,18.0,6.9,1580.0,EA DICE,M,1,Hit
Star Wars: Battlefront II,PS2,2005,Shooter,LucasArts,2.18,1.02,0.03,0.37,3.59,84,30.0,9.0,268.0,Pandemic Studios,T,1,Hit
Cooking Mama 2: Dinner With Friends,DS,2007,Simulation,505 Games,1.6,1.49,0.1,0.39,3.58,70,39.0,8.0,9.0,Office Create,E,1,Hit
Grand Theft Auto: Liberty City Stories,PS2,2006,Action,Take-Two Interactive,1.56,1.4,0.07,0.5,3.54,78,49.0,7.8,112.0,Rockstar Leeds,M,1,Hit
The Getaway,PS2,2002,Action,Sony Computer Entertainment,1.23,1.77,0.05,0.49,3.54,72,49.0,6.8,88.0,Team Soho,M,1,Hit
James Bond 007: Agent Under Fire,PS2,2001,Shooter,Electronic Arts,1.9,1.13,0.1,0.41,3.53,72,27.0,7.9,48.0,EA Redwood Shores,T,1,Hit
FIFA Soccer 11,X360,2010,Sports,Electronic Arts,0.71,2.39,0.02,0.4,3.52,88,66.0,7.5,155.0,EA Sports,E,1,Hit
Left 4 Dead,X360,2008,Shooter,Electronic Arts,2.66,0.49,0.05,0.3,3.51,89,67.0,7.9,1309.0,Certain Affinity,M,1,Hit
Assassin's Creed: Unity,XOne,2014,Action,Ubisoft,2.27,0.9,0.0,0.33,3.5,72,59.0,4.1,1005.0,"Ubisoft, Ubisoft Montreal",M,1,Hit
Resident Evil 5,X360,2009,Action,Capcom,2.11,0.93,0.12,0.34,3.5,83,91.0,7.5,523.0,Capcom,M,1,Hit
Assassin's Creed: Brotherhood,X360,2010,Action,Ubisoft,2.85,0.38,0.03,0.24,3.49,89,81.0,8.3,693.0,Ubisoft Montreal,M,1,Hit
Battlefield 4,PS3,2013,Shooter,Electronic Arts,1.3,1.42,0.27,0.5,3.49,80,14.0,5.8,579.0,EA DICE,M,1,Hit
Batman: Arkham Asylum,X360,2009,Action,Eidos Interactive,2.2,0.95,0.02,0.31,3.48,92,78.0,8.7,1080.0,Rocksteady Studios,T,1,Hit
Battlefield 4,X360,2013,Shooter,Electronic Arts,2.15,1.01,0.02,0.31,3.48,79,21.0,5.6,542.0,EA DICE,M,1,Hit
Battlefield: Bad Company 2,X360,2010,Shooter,Electronic Arts,2.1,1.01,0.04,0.32,3.47,88,75.0,8.6,869.0,EA DICE,M,1,Hit
Guitar Hero: On Tour,DS,2008,Misc,Activision,2.1,1.01,0.01,0.35,3.46,71,70.0,8.8,29.0,Vicarious Visions,E10+,1,Hit
Clubhouse Games,DS,2006,Misc,Nintendo,0.59,1.79,0.73,0.34,3.45,83,30.0,8.4,28.0,Agenda,E,1,Hit
Borderlands,X360,2009,Shooter,Take-Two Interactive,2.4,0.71,0.03,0.29,3.44,84,83.0,8.2,715.0,Gearbox Software,M,1,Hit
Tekken 4,PS2,2002,Fighting,Namco Bandai Games,1.55,1.27,0.33,0.29,3.44,79,23.0,8.3,126.0,Namco,T,1,Hit
Grand Theft Auto 2,PS,1998,Action,Take-Two Interactive,1.13,2.07,0.0,0.22,3.42,70,15.0,8.0,67.0,DMA Design,T,1,Hit
Metal Gear Solid V: The Phantom Pain,PS4,2015,Action,Konami Digital Entertainment,1.09,1.36,0.49,0.48,3.41,93,86.0,8.2,3943.0,"Kojima Productions, Moby Dick Studio",M,1,Hit
Spider-Man 2,PS2,2004,Action,Activision,1.75,1.2,0.02,0.43,3.41,80,50.0,8.9,106.0,Treyarch,T,1,Hit
FIFA Soccer 2003,PS2,2002,Sports,Electronic Arts,0.46,2.28,0.05,0.61,3.4,88,15.0,6.7,35.0,EA Canada,E,1,Hit
LittleBigPlanet 2,PS3,2011,Platform,Sony Computer Entertainment,1.83,1.05,0.06,0.46,3.39,91,86.0,8.4,657.0,Media Molecule,E,1,Hit
Crash Bash,PS,2000,Misc,Sony Computer Entertainment,1.56,1.47,0.19,0.17,3.39,68,12.0,8.2,99.0,Eurocom Entertainment Software,E,1,Hit
Assassin's Creed Syndicate,PS4,2015,Action,Ubisoft,0.81,1.99,0.07,0.52,3.39,76,86.0,6.8,1319.0,Ubisoft Quebec,M,1,Hit
LEGO Batman: The Videogame,X360,2008,Action,Warner Bros. Interactive Entertainment,2.04,1.02,0.0,0.32,3.38,76,49.0,7.9,75.0,Traveller's Tales,E10+,1,Hit
Destiny,XOne,2014,Shooter,Activision,2.14,0.92,0.0,0.31,3.37,75,11.0,5.5,1735.0,"Bungie Software, Bungie",T,1,Hit
Far Cry 3,PS3,2012,Shooter,Ubisoft,0.88,1.7,0.1,0.67,3.35,90,32.0,8.5,1041.0,Ubisoft Montreal,M,1,Hit
James Bond 007: Nightfire,PS2,2002,Shooter,Electronic Arts,1.45,1.29,0.12,0.46,3.33,77,20.0,8.5,66.0,Eurocom Entertainment Software,T,1,Hit
Star Wars Episode III: Revenge of the Sith,PS2,2005,Action,LucasArts,1.47,1.39,0.03,0.43,3.32,60,34.0,7.2,82.0,Double Helix Games,T,1,Hit
The Legend of Zelda: Spirit Tracks,DS,2009,Action,Nintendo,1.4,0.91,0.74,0.26,3.31,87,75.0,7.8,228.0,Nintendo,E10+,1,Hit
Max Payne,PS2,2001,Shooter,Take-Two Interactive,1.99,1.05,0.05,0.22,3.31,80,21.0,8.5,86.0,Rockstar Toronto,M,1,Hit
Assassin's Creed IV: Black Flag,X360,2013,Action,Ubisoft,1.9,1.11,0.01,0.29,3.3,86,35.0,7.9,701.0,Ubisoft,M,1,Hit
The Lord of the Rings: The Return of the King,PS2,2003,Action,Electronic Arts,1.5,1.28,0.05,0.46,3.28,85,31.0,8.7,105.0,EA Games,T,1,Hit
Gears of War: Ultimate Edition,XOne,2015,Shooter,Microsoft Game Studios,2.61,0.33,0.0,0.34,3.28,82,74.0,7.5,563.0,"Splash Damage, The Coalition",M,1,Hit
True Crime: Streets of LA,PS2,2003,Action,Activision,1.89,1.05,0.02,0.31,3.27,77,39.0,8.0,94.0,"Luxoflux, Inc.",M,1,Hit
Professor Layton and the Unwound Future,DS,2008,Puzzle,Nintendo,0.6,1.57,0.82,0.27,3.26,86,62.0,9.2,111.0,Level 5,E10+,1,Hit
FIFA 16,XOne,2015,Sports,Electronic Arts,0.89,2.12,0.0,0.24,3.25,84,45.0,4.4,459.0,EA Sports,E,1,Hit
Wii Music,Wii,2008,Misc,Nintendo,1.35,1.11,0.46,0.32,3.25,63,43.0,4.6,116.0,Nintendo,E,1,Hit
Madden NFL 16,PS4,2015,Sports,Electronic Arts,2.34,0.3,0.0,0.6,3.24,83,37.0,5.9,180.0,EA Sports,E,1,Hit
Gran Turismo 6,PS3,2013,Racing,Sony Computer Entertainment,0.72,1.67,0.4,0.44,3.23,81,81.0,7.7,758.0,Polyphony Digital,E,1,Hit
Halo: The Master Chief Collection,XOne,2014,Shooter,Microsoft Game Studios,1.91,1.0,0.03,0.29,3.23,85,69.0,7.2,1267.0,343 Industries,M,1,Hit
Super Mario Maker,WiiU,2015,Platform,Nintendo,1.18,0.89,0.94,0.2,3.21,88,85.0,8.7,691.0,Nintendo,E,1,Hit
God of War: Chains of Olympus,PSP,2008,Action,Sony Computer Entertainment,1.48,1.0,0.04,0.66,3.18,91,79.0,8.6,565.0,Ready at Dawn,M,1,Hit
Enter the Matrix,PS2,2003,Action,Atari,1.78,1.12,0.09,0.19,3.18,62,30.0,8.1,137.0,Shiny Entertainment,T,1,Hit
Crisis Core: Final Fantasy VII,PSP,2007,Role-Playing,Square Enix,1.35,0.59,0.8,0.43,3.18,83,67.0,8.0,463.0,Square Enix,T,1,Hit
Dance Central,X360,2010,Misc,MTV Games,2.15,0.76,0.01,0.26,3.17,82,63.0,7.6,85.0,Harmonix Music Systems,T,1,Hit
L.A. Noire,PS3,2011,Adventure,Take-Two Interactive,1.27,1.29,0.12,0.49,3.17,89,78.0,7.7,1010.0,Team Bondi,M,1,Hit
Ace Combat 04: Shattered Skies,PS2,2001,Simulation,Sony Computer Entertainment Europe,2.06,0.56,0.38,0.17,3.17,89,22.0,9.1,95.0,Namco,E,1,Hit
Animal Crossing,GC,2001,Simulation,Nintendo,1.92,0.16,0.99,0.09,3.15,87,42.0,8.9,137.0,Nintendo,E,1,Hit
FIFA Soccer 08,PS2,2007,Sports,Electronic Arts,0.68,0.0,0.0,2.46,3.14,83,12.0,6.5,36.0,EA Canada,E,1,Hit
Spider-Man,PS,2000,Action,Activision,1.7,1.25,0.02,0.16,3.13,87,19.0,9.0,107.0,Neversoft Entertainment,E,1,Hit
Mario Party 9,Wii,2012,Misc,Nintendo,1.06,1.09,0.76,0.22,3.13,73,45.0,6.8,155.0,Nd Cube,E,1,Hit
Sonic Rush,DS,2005,Platform,Sega,1.21,1.56,0.06,0.29,3.12,82,43.0,8.5,101.0,"Dimps Corporation, Sonic Team",E,1,Hit
Rhythm Heaven,DS,2008,Misc,Nintendo,0.55,0.5,1.93,0.13,3.11,83,48.0,9.0,63.0,Nintendo,E,1,Hit
Fallout: New Vegas,PS3,2010,Role-Playing,Bethesda Softworks,1.52,1.03,0.1,0.46,3.11,82,57.0,7.8,492.0,Obsidian Entertainment,M,1,Hit
Personal Trainer: Cooking,DS,2006,Misc,Nintendo,0.9,1.0,1.03,0.17,3.11,81,12.0,7.8,10.0,Indies Zero,E,1,Hit
The Elder Scrolls IV: Oblivion,PS3,2007,Role-Playing,Ubisoft,1.69,0.85,0.14,0.43,3.1,93,45.0,8.0,604.0,4J Studios,M,1,Hit
The Legend of Zelda: A Link Between Worlds,3DS,2013,Action,Nintendo,1.4,1.01,0.46,0.23,3.1,91,81.0,8.9,1057.0,Nintendo,E,1,Hit
Resident Evil 6,PS3,2012,Shooter,Capcom,0.88,0.94,0.88,0.4,3.1,74,34.0,5.4,1304.0,Capcom,M,1,Hit
Mass Effect 2,X360,2010,Role-Playing,Electronic Arts,1.99,0.81,0.03,0.27,3.1,96,98.0,8.9,3143.0,BioWare,M,1,Hit
Dragon Ball Z: Budokai,PS2,2002,Fighting,Atari,2.17,0.28,0.55,0.08,3.09,67,28.0,7.9,71.0,Dimps Corporation,T,1,Hit
Madden NFL 2002,PS2,2001,Sports,Electronic Arts,2.5,0.16,0.01,0.42,3.08,94,23.0,7.9,46.0,EA Sports,E,1,Hit
The Sims: Vacation,PC,2002,Simulation,Electronic Arts,1.72,1.21,0.0,0.14,3.07,75,18.0,7.8,22.0,Maxis,T,1,Hit
Animal Crossing: Happy Home Designer,3DS,2015,Simulation,Nintendo,0.51,1.02,1.4,0.12,3.05,66,60.0,6.9,106.0,Nintendo,E,1,Hit
The Sims 4,PC,2014,Simulation,Electronic Arts,1.0,1.82,0.0,0.23,3.05,70,74.0,3.9,2057.0,Maxis,T,1,Hit
Borderlands 2,X360,2012,Shooter,Take-Two Interactive,1.89,0.88,0.04,0.25,3.05,89,59.0,8.2,892.0,Gearbox Software,M,1,Hit
LEGO Batman: The Videogame,DS,2008,Action,Warner Bros. Interactive Entertainment,1.75,1.01,0.0,0.29,3.05,72,16.0,8.0,16.0,TT Fusion,E10+,1,Hit
Kung Fu Panda,X360,2008,Action,Activision,1.91,0.84,0.0,0.29,3.04,75,42.0,7.4,32.0,"Luxoflux, Inc.",E10+,1,Hit
Mass Effect 3,X360,2012,Role-Playing,Electronic Arts,1.94,0.84,0.03,0.24,3.04,93,74.0,5.8,3725.0,BioWare,M,1,Hit
Heavy Rain,PS3,2010,Adventure,Sony Computer Entertainment,1.29,1.21,0.06,0.47,3.03,87,107.0,7.7,2759.0,Quantic Dream,M,1,Hit
Saints Row 2,X360,2008,Action,THQ,1.94,0.79,0.02,0.28,3.03,81,75.0,8.1,307.0,Volition Inc.,M,1,Hit
Tom Clancy's Splinter Cell,XB,2002,Action,Ubisoft,1.85,1.04,0.0,0.13,3.02,93,46.0,8.5,121.0,Ubisoft Montreal,T,1,Hit
FIFA 14,PS4,2013,Sports,Electronic Arts,0.61,1.85,0.11,0.44,3.01,87,26.0,6.3,616.0,EA Canada,E,1,Hit
Killzone 2,PS3,2009,Shooter,Sony Computer Entertainment,1.4,1.06,0.08,0.47,3.01,91,94.0,8.1,1505.0,Guerrilla,M,1,Hit
Far Cry 3,X360,2012,Shooter,Ubisoft,1.38,1.32,0.02,0.28,3.0,91,39.0,8.6,1247.0,Ubisoft Montreal,M,1,Hit
Epic Mickey,Wii,2010,Platform,Disney Interactive Studios,2.04,0.63,0.12,0.22,3.0,73,78.0,7.0,131.0,Junction Point,E,1,Hit
NBA 2K13,X360,2012,Sports,Take-Two Interactive,2.6,0.2,0.01,0.19,3.0,88,41.0,7.2,131.0,Visual Concepts,E,1,Hit
Dragon Ball Z: Budokai Tenkaichi 3,PS2,2007,Fighting,Atari,1.15,0.0,0.76,1.09,3.0,73,24.0,9.2,173.0,"Spike, Namco Bandai Games",T,1,Hit
The Sims: Livin Large,PC,2000,Misc,Electronic Arts,1.67,1.18,0.0,0.13,2.99,82,23.0,6.6,20.0,Maxis,T,1,Hit
World Soccer Winning Eleven 6 International,PS2,2002,Sports,Konami Digital Entertainment,0.12,1.26,1.16,0.45,2.99,93,24.0,9.1,65.0,KCET,E,1,Hit
Devil May Cry,PS2,2001,Action,Capcom,1.36,0.86,0.64,0.13,2.99,94,37.0,8.5,466.0,Capcom,M,1,Hit
Star Wars: The Old Republic,PC,2011,Role-Playing,Electronic Arts,1.58,1.01,0.0,0.38,2.96,85,73.0,5.9,2748.0,"LucasArts, BioWare",T,1,Hit
Middle-Earth: Shadow of Mordor,PS4,2014,Action,Warner Bros. Interactive Entertainment,1.01,1.43,0.05,0.47,2.96,84,85.0,8.1,1886.0,Monolith Productions,M,1,Hit
Sonic Heroes,PS2,2003,Platform,Sega,1.04,1.37,0.06,0.49,2.96,64,29.0,7.8,94.0,Sonic Team,E,1,Hit
Hitman 2: Silent Assassin,PS2,2002,Action,Eidos Interactive,1.36,1.15,0.04,0.41,2.96,85,19.0,7.8,78.0,Io Interactive,M,1,Hit
Titanfall,XOne,2014,Shooter,Electronic Arts,1.84,0.8,0.04,0.27,2.95,86,68.0,6.4,2658.0,Respawn Entertainment,M,1,Hit
Battlefield: Bad Company 2,PS3,2010,Shooter,Electronic Arts,1.33,1.1,0.08,0.44,2.95,88,59.0,8.5,572.0,EA DICE,M,1,Hit
SOCOM II: U.S. Navy SEALs,PS2,2003,Shooter,Sony Computer Entertainment,2.22,0.51,0.06,0.15,2.94,87,42.0,9.0,93.0,Zipper Interactive,M,1,Hit
Pac-Man Collection,GBA,2001,Puzzle,Atari,2.07,0.77,0.05,0.05,2.94,79,13.0,7.8,4.0,Mass Media,E,1,Hit
Street Fighter IV,X360,2009,Fighting,Capcom,1.82,0.7,0.15,0.26,2.94,93,77.0,7.3,292.0,Capcom,T,1,Hit
inFAMOUS,PS3,2009,Action,Sony Computer Entertainment,1.76,0.68,0.12,0.37,2.93,85,98.0,8.3,1172.0,Sucker Punch,T,1,Hit
Kirby Super Star Ultra,DS,2008,Platform,Nintendo,1.55,0.04,1.19,0.15,2.92,76,40.0,8.8,76.0,HAL Labs,E,1,Hit
Call of Duty: Ghosts,XOne,2013,Shooter,Activision,1.88,0.77,0.0,0.27,2.92,78,7.0,4.3,700.0,Infinity Ward,M,1,Hit
Mass Effect,X360,2007,Role-Playing,Microsoft Game Studios,1.83,0.79,0.03,0.27,2.91,91,74.0,8.7,1692.0,BioWare,M,1,Hit
